id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
36474502,Executive King Room in the Center of Toronto,271838768,Bond,,Church-Yonge Corridor,43.65714,-79.37818,Private room,200,28,4,2020-12-31,0.12,5,365,0,Exempt
36474550,Condo bedroom for short rent,155960970,Jimmy,,Church-Yonge Corridor,43.6615,-79.37984,Private room,52,28,0,,,1,0,0,
36241752,Cozy nest steps away from CN tower!(Free parking),165218950,Vasudha,,Waterfront Communities-The Island,43.64073,-79.39866,Entire home/apt,125,28,3,2019-09-02,0.08,1,0,0,
36243257,"2 Bedroom Luxury Condo,  980sq feet",16594320,Murray & Harry,,North St.James Town,43.66751,-79.37699,Entire home/apt,119,30,34,2022-08-22,0.91,2,70,6,
36475150,Private Bachelor Aprtmnt in ❤️ of Toronto🌃14min✈️,274245974,Mike,,Glenfield-Jane Heights,43.73863,-79.50547,Entire home/apt,40,28,32,2021-08-31,0.84,1,0,0,STR-2101-FMZBHC
36278505,"Boutique Private Loft , No Elevator Queen W. DT",105269100,Shalini,,Waterfront Communities-The Island,43.64646,-79.40365,Entire home/apt,189,3,75,2022-07-13,1.94,4,24,28,STR-2012-GFHHHF
36477692,Bedroom + Private Living Room! Females & couples,34613045,Mj,,Long Branch,43.59146,-79.53028,Private room,43,28,4,2019-07-26,0.10,1,0,0,
36278917,Modern Condo in DT Toronto with Lakeview + Parking,272855922,Michael & Ashen,,Niagara,43.63808,-79.40383,Private room,329,1,137,2022-08-24,3.54,1,64,41,STR-2012-FDQPHB
36478210,Heritage Rowhouse in Historic Old Town Toronto,31135925,Mavis,,Moss Park,43.65503,-79.36081,Entire home/apt,386,30,1,2019-09-17,0.03,1,363,0,
36281773,Boutique style luxury Condo @Yorkville Toronto,272881274,Nima & Saba,,Annex,43.67068,-79.39332,Entire home/apt,152,28,35,2022-08-18,0.90,1,266,4,
36298940,"Luxury Apartment, Downtown Toronto",176136675,Zina,,Bay Street Corridor,43.66887,-79.38818,Private room,130,28,2,2019-08-19,0.05,1,0,0,
36478288,Newly Renovated Entire Basement Apartment,63804883,Adrienne,,Danforth,43.68627,-79.31925,Entire home/apt,65,28,24,2021-12-28,0.63,1,0,2,STR-2103-FZBKVD
